,tweet
1290,"['meeeee', 'plz', 'honestly', 'horrible', 'year', 'miscarriage', 'lock', 'pregnant', 'anxious', 'hell', 'cause', 'car', 'crash', 'month', 'ago', 'car', 'written', 'mention', 'numerous', 'family', 'traumas', 'posting', 'fri']"
1291,"['have', 'anxious', 'feel', 'like', 'youre', 'dying']"
1292,"['tired', 'anxious', 'distressed', 'overwhelmed', 'but', 'time', 'blessed', 'contented', 'hopeful', 'heres', 'reminder', 'look', 'silver', 'lining', 'situation', 'good', 'night']"
1293,"['hiiii', 'love', 'friends', 'talk', 'personal', 'respond', 'dms', 'late', 'it', 'is', 'anxious', 'distracted', 'end', 'taking', 'days', 'reply', 'love', 'u', 'sm', 'pls', 'sr']"
1294,"['face', 'it', 'everyones', 'stressed', 'anxious', 'days', 'with', 'election', 'pandemic', 'job', 'losses', 'distance', 'learning', 'relationship', 'issues', 'wonder', 'feeling', 'stretched', 'limitor', 'beyond']"
1295,"['my', 'head', 'feels', 'like', 'it', 'is', 'explod']"
1296,"['yeah', 'ofc', 'saw', 'things', 'implying', 'vvv', 'anxious', 'need', 'reassurance', 'basic', 'things', 'thank', 'gen']"
1297,"['why', 'i', 'feel', 'anxious', 'wtf']"
1298,"['i', 'am', 'scared', 'anxious']"
1299,"['woke', 'im', 'anxious', 'again', 'nic']"
