,tweet
2548,"['tough', 'that', 'wanted', 'hug', 'lik']"
2549,"['oh', 'my', 'foot', 's', 'hurting', 'now', 'about', 'minute', 'i', 'took', 'though']"
2550,"['lmao', 'you', 'baked', 'non', 'stop', 'sound', 'like', 'yummy', 'fun']"
2551,"['right', 'feel', 'like', 'crazy', 'fanboy', 'jason', 'mraz', 'james', 'morrison', 'jealousy', 'tang']"
2552,"['guy', 'awesome', 'coupl']"
2553,"['you', 'pc', 'i', 'love', 'anyway', 'maybe', 'someday', 'mac']"
2554,"['i', 'm', 'little', 'bit', 'sick', 'i', 'm', 'fin']"
2555,"['want', 'most', 'bro', 'switch', 'st', 'time', 'it', 'is', 'www', 'direct', 'gov', 'uk', 'studentfinance']"
2556,"['workin', 'ur', 'crazy', 'sched', 'tiring', 'it', 'gotta', 'hard', 'famous', 'jus', 'kno', 'u', 'bazillionz', 'fan', 'supprtin', 'u']"
2557,"['hum', 'bill', 'bailey']"
2558,"['do', 'not', 'know', 'do', 'time', 'going', 'fast']"
2559,"['this', 'true', 'clean', 'clothes', 'very', 'good', 'thing', 'enjoy', 'day', 'love', 'new', 'avatar', 'btw']"
2560,"['see', 'sucked', 'right', 'in', 'the', 'problem', 'church', 'sunday', 'race', 'conflict', 'that', 's', 'god', 'gave', 'dvr', '_niff']"
2561,"['going', 'rye', 'house', 'speedway']"
2562,"['thanks', 'discount', 'code', 'looking', 'forward', 'trying', 'pad']"
2563,"['feeling', 'like', 'watching', 'twilight', 'enjoy']"
2564,"['i', 'feel', 'actual', 'heartbreak', '_gates', 'night', 'x']"
2565,"['omg', 'it', 'is', 'july', 's', 'last', 'day']"
2566,['wedding']
2567,"['_reece', 'naw', 'missed', 'video', 'cool', 'looking', 'sexi']"
2568,"['momentum', 'work', 'but', 'jeff', 'hard', 'time', 'nd']"
2569,"['look', 'like', 'hiding', 'money', 'offshore', 'bank', 'account', 'behalf', 'last', 'fm']"
2570,"['extra', 'justin', 'rutledge', 'ticket', 'mod', 'club', 'tonight']"
2571,"['happy', 'birthday', 'i', 'hope', 'great', 'birthday', 'day']"
2572,"['my', 'chad', 'i', 'will', 'not', 'tomorrow']"
2573,"['aww', 'typing', 'grave', 'impress']"
2574,"['i', 'school', 'absolutely', 'i', 'sick', 'i', 'want', 'home', 'writing', 'geography', 'best']"
2575,"['caught', 'lunch', 'today', 'correct', 'stalk']"
2576,"['resort', 'wearing', 'today', 'cause', 'have', 'not', 'finished', 'laundry', 'lol']"
2577,"['i', 'myself', 'work', 'monday', 'week', 'good']"
2578,"['i', 'minute', 'ago', 'mama', 'said', 'speech', 'slurred', 'ok']"
2579,"['sorry', 'hear', 'man', 'he', 'reach', 'now', 'my', 'heart', 'go', 'family']"
2580,"['such', 'a', 'tease']"
2581,"['today', 'suck', 'kisskass', '19', 'katey', 'broke', 'up', 'yah', 'kate', 'broke', 'it', 'awful', 'nd', 'vodka']"
2582,"['updating', 'maven', 'dependency', 'i', 'know', 'good', 'thing', 'better', 'happened', 'i', 'asleep']"
2583,"['arg', 'tried', 'pic', 'moved', 'failed', 'save', 'it', 'then', 'showed', 'foot', 'purty']"
2584,"['yeah', 'dad', 'call', 'taltal', 'taken', 'aol', 'i', 'added', 'k', 'name', 'coincidence', 'tal', 'talk']"
2585,"['i', 'do', 'not', 'wanna', 'work', 'sleepy', 'time']"
2586,"['nkotb', 'world', 'best', 'plac']"
2587,['pinkberri']
2588,['jealous']
2589,"['almost', 'reading', 'comedy', 'outlet', 'headlining', 'weekend', 'only', 'took', 'extra', 'hour', 'traffic', 'basically', 'doubled', 'time']"
2590,"['ti', 'cool', 'i', 'stand', 'proclamation', 'i', 'am', 'stubborn', 'way', 'lol']"
2591,"['congratuations', 'sweetie']"
2592,"['ohh', 'yeahh', 'showcase', 'said', 'artist', 'outta', 'town', 'post']"
2593,"['huh', 'pr']"
2594,"['hey', 'thanks', 'follow', 'wow', 'exciting', 'new', 'tweet']"
2595,"['new', 'picture', 'is', 'not', 'work']"
2596,"['i', 'am', 'hungry', 'and', 'single', 'heading', 'golfing', 'range', 'soon']"
2597,"['cool', 'sound', 'luv', 'drama', 'love', 'game', 'doe', 'not', 'work', 'ur', 'myspace', 'wish', 'good', 'luck', 'xoxo', 'spain']"
2598,"['t', 'bone', 's', 'gone', 'sleep', 'think', 'we', 'are', 'gonna', 'join']"
2599,"['kidding', 'me', 'look', 'incredible', 'lay', 'swim', 'lot', 'me', 'stuck', 'cold', 'nyc']"
2600,"['cannot', 'upload', 'picture', 'i', 'hate', 'twitt']"
2601,"['i', 'know', 'i', 'am', 'slow', 'horrible', 'don', 't', 'tell', 'on', 'me']"
2602,"['congrats', 'hey']"
2603,"['lol', 'u', 'better', 'hurry', 'cause', 'running', 'late', 'whats', 'breakfast']"
2604,"['going', 'bil']"
2605,"['omelette', 'today', 'dim', 'sum', 'tomorrow', 'feast']"
2606,"['thinking', 'getting', 'new', 'dvd', 'csi', 'cannot', 'wait', 'laptop']"
2607,"['going', 'help', 'lancey', 'cook']"
2608,"['heard', 'grapevine', 'today', 'looking', 'forward', 'meeting', 'you']"
2609,"['diggin', 'moustachio', 'looking', 'good', 'daddio']"
2610,"['_', 'i', 'am', 'good', 'thanks', 'did', 'good', 'drive', 'careful', 'blackberry', 'do', 'not', 'want', 'getting', 'scream']"
2611,"['hiya', 'hows', 'week', 'been', 'tried', 'dm', 'following', 'x']"
2612,"['fantastic', 'idea', 'man', 'i', 'will', 'end', 'lonely', 'tourist', 'go', 'hom']"
2613,"['happy', 'mother', 's', 'day']"
2614,"['i', 'am', 'up', 'getting', 'ready', 'skill', 'cannot', 'wait', 'fail', 'bio', 'final', 'yay', 'ugh', 'honor', 'class', 'suckkkk']"
2615,"['sorry', 'taking', 'twitter', 'i', 'cannot', 'sleep']"
2616,"['i', 'miss', 'vlogcandi']"
2617,"['class', 'almostt']"
2618,"['another', 'day', 'casino', 'montr']"
2619,"['morning', 'bank', 'holiday', 'monday', 'sun', 'gone', 'typical', 'hospital', 'knee', '30', 'training', 'another', 'bust', 'day']"
2620,"['it', 'saddens', 'me', 'you', 'are', 'youtube', 'changed', 'it', 's', 'like', 'youtube', 'kid', 'differ']"
2621,['strep']
2622,"['i', 'wish', 'i', 'spend', 'weekend', 'high', 'school', 'student', 'burbank', 'fly', 'dc']"
2623,"['thanks', 'adding', 'me', 'glad']"
2624,"['right', '07am', 'ugghhh']"
2625,"['nice', 'weather', 'look', 'like', 'going', 'rain', 'delhi']"
2626,"['paranoid', 'i', 'actually', 'like', 'better', 'performed', 'live', 'studio', 'version']"
2627,"['going', 'lumberjack', 'parti']"
2628,"['thank', 'opendns', 'saving', 'comcast', 's', 'crappy', 'dns', 'server', 'my', 'internet', 'par', 'finally']"
2629,['believ']
2630,"['shower', 'doctor', 's', 'appoint']"
2631,"['hahahah', 'i', 'saying', 'on']"
2632,"['homework', 'bound', 'weekend', 'fun']"
2633,"['good', 'luck', 'whit', 'tonite', 'man', 'ill', 'watch']"
2634,"['bus', 'stalking', 'right', 'now', 'i', 'soo', 'wish', 'meeting', 'today']"
2635,"['finally', 'got', 'saynow', 'account', 'running', 'yayy', 'jbs', 'got', 'canadian', 'saynow', 'number', 'landline', 'phone', 'call', 'me']"
2636,"['i', 'hate', 'i', 'pain']"
2637,"['did', 'i', 'miss', 'going', 'the', 'killer', 'soon', 'are', 'excited', 'i', 'remembered', 'i', 'needed', 'ask']"
2638,"['woke', 'up', 'for', 'i', 'managed', 'sleep', 'in', 'going', 'lunch', 'later', 'essay']"
2639,"['_r', 'drive', 'in', 'srsly', 'jealous', 'i', 'one', 'rd', 'it', 'is', 'longer', 'operational']"
2640,"['chill', 'da', 'rihanna', 'bob', 'if', 'i', 'would', 'problem', 'lol', 'r', 'u', 'school', 'summ']"
2641,"['wonder', 'hard', 'concentrate']"
2642,"['i', 'feel', 'bad', 'everything', 'how', 'i', 'stupid', 'why', 'i', 'harsh', 'it', 'fault', 'i', 'know', 'it', 'i', 'am', 'sorry', 'savvy', 'love', 'guy', '3']"
2643,"['good', 'morning', 'ate', 'pizza', 'breakfast']"
2644,"['and', 'city', 'i', 'love', 'tucson', 'th', 'miser']"
2645,"['cannot', 'eye', 'open', 'shuts', 'eye']"
2646,"['and', 'woman', 'transfer', 'impression', 'sexual', 'maternal', 'threatening', 'man', 'weak', 'him']"
2647,"['sorry', 'having', 'bad', 'week', 'i', 'feel', 'like', 'i', 'good', 'sleep', 'i', 'better', 'too', 'fog']"
2648,"['goodnight', 'twitterville', 'enjoyed', 'pearl', 'harbor', 'sleep', 'cuddle', 'hot', 'man', 'good', 'dream', 'tonight', 'xoxo']"
2649,"['cannot', 'believe', 'weekend', 'already', 'where', 'time', 'go', 'had', 'nice', 'day', 'fam', 'today', 'mum', 'good', 'day', 'too']"
2650,"['at', 'branding', 'iron', 'drea', 'white', 'boubous', 'down', 'haha', 'crunk', 'for', 'couple', 'hour', 'haha', 'fun', 'time']"
2651,"['hanging', 'bryant', 'hailee', 'possibly', 'lafayette', 'tonight', 'nd', 'do', 'not', 'know', 'updating', 'follow']"
2652,"['happy', 'mother', 'day', 'mom', 'love', 'yew']"
2653,"['3', 'new', 'picture', 'pretty', 'reflecting', 'sunlight', 'leaf']"
2654,"['wow', 'pm', 'rolled', 'fast', 'i', 'accomplished', 'thing', 'list', 'today']"
2655,"['yeah', 'give', 'useless', 'crib', 'abt']"
2656,"['worst', 'day', 'ever', 'and', 'noon']"
2657,"['video', 'challenge', 'shot', 'not', 'so', 'scenic', 'conference', 'room', 'mic', 'thank', 'loved', 'grant', 'park', 'house', 'dog']"
2658,"['blue', 'oyster', 'cult', 'i', 'love', 'the', 'night', 'that', 's', 'friend', 'around']"
2659,"['haha', 'invit']"
2660,"['_phatass', 'hopefully', 'you', 'are', 'meet']"
2661,"['hope', 'ur', 'havin', 'nice', 'friday', 'been', 'feeling', 'past', 'week', 'dog', 's', 'passing']"
2662,"['baby', 'i', 'am', 'maryland', 'i', 'am', 'not', 'gonna', 'but', 'i', 'ur', 'sexy', 'sat', 'camden', 'vip', 'come', 'early', 'n', 'hang']"
2663,"['wearing', 'pair', 'trouser', 'loose', 'year', 'tight', 'year']"
2664,"['will', 'not', 'u']"
2665,"['got', 'sniffle', 'i', 'so', 'do', 'not', 'want', 'sick', 'i', 'do', 'not', 'need', 'this']"
2666,"['maybe', 'cell', 'phone', 'soon', 'yeah']"
2667,"['no', 'way', 'did', 'not', 'know', 'singing', 'rof', 'thats', 'doubt', 'fave', 'idol', 'far', 'eep', 'fangirl', 'mo']"
2668,"['contact', 'parent', 'grrr']"
2669,"['i', 'am', 'soo', 'jealous', 'right', 'now']"
2670,"['hollowbabeshere', 'come', 'utter', 'shite', 'i', 'completely', 'agre']"
2671,"['missing', 'bffls', 'missing', 'friday', 'night', 'date', 'hot', 'dog', 'dinner', 'know', 'evening', 'hold']"
2672,"['good', 'girl', 'nevah', 'tell', 'hahahahaha', 'hope', 'good', 'weekend']"
2673,"['is', 'bee', 'busy', 'talk', 'buddy', 'yahoo']"
2674,"['punch', 'shape', 'card', 'card', 'card', 'card', 'ask', 'people', 'is', 'free', 'card']"
2675,"['woke', 'it', 'is', 'bank', 'holiday', 'monday', 'college', 'got', 'text', 'tom', 'jason', 's', 'mobile', 'earlier', 'today', 'i', 'm', 'hoping', 'turned', 'up']"
2676,"['cont', 'and', 'go', 'waste', 'like', 'stale', 'sweet', 'that', 'reminds', 'cute', 'song', 'called', 'stale', 'cupcake', 'lol']"
2677,"['_mcfly', 'cool', 'nice', 'bless', 'her', 'ya', 'upto', 'love', 'l', 'xoxox']"
2678,"['keep', 'suggestion', 'coming', 'i', 'love', 'classic']"
2679,"['sleep', 'again', 'i', 'sleep', 'night', 'eather', 'wabble', 'wabble']"
2680,"['tonight', 'bed', 'enterprise', 'i', 'mr', 'kirk']"
2681,"['going', 'final', 'wish', 'luck']"
2682,"['i', 'realized', 'im', 'going', 'home', 'week', 'today']"
2683,"['girlfriend', 'like', 'sesame', 'st', 'i']"
2684,"['time', 'fly', 'im', 'wade', 'weird', 'like', 'it', 'lot']"
2685,"['just', 'planted', 'flovers', 'school', 'garden', 'yr', 'old', 'very', 'mucky', 'great', 'fun']"
2686,"['aww', 'tell', 'follow', 'me']"
2687,"['creepy', 'lolipop', 'guy', 'play', 'head', 'esploder']"
2688,"['i', 'wish', 'i', 'choose', 'band', 'played', 'trash', 'june', 'th', 'hmmm']"
2689,"['sound', 'great', 'i', 'am', 'looking', 'forward']"
2690,"['i', 'think', 'boat', 'sailed', 'friend', 'the', 'cco', 's', 'them', 'month', 'ago', 'i', 'wish', 'luck', 'though']"
2691,"['awwww', 'bless', 'need', 'chance']"
2692,"['nto', 'milk', 'deffo']"
2693,"['we', 'state', 'cheese', 'yum', 'green', 'moo', 'cow', 'pasture', 'everywhere', 'super', 'friendly', 'lutheran']"
2694,"['bye', 'bye', 'lovely', 'tweeter', 'especially', 'follow']"
2695,"['heading', 'home', 'sacramento', 'will', 'continue', 'writing', 'window', 'server', 'r2', 'unleashed', 'book', 'weekend', 'sigh']"
2696,"['won', 'im', 'awesom']"
2697,"['off', 'class', 'be', 'hour']"
2698,"['yucky', 'time', 'bring', 'vaccuum', 'war', 'our', 'house', 'spider', 'haven', 'reason', 'not', 'cool']"
2699,"['problem', 'fixed', 'now', 'thank', 'you']"
2700,"['hmm', 'new', 'sport', 'catalog', 'card', 'jitsu', 'update', 'appear']"
2701,"['getting', 'post', 'posted', 'top']"
2702,"['oh', 'thank', 'alllll', 'ur', 'follow', 'friday', 'new', 'follower', 'i', 'usually', 'it', 'today', 'i', 'am', 'tired']"
2703,"['gonna', 'brother', 'feeling', 'like', 'poo']"
2704,"['comment', 'new', 'myspace', 'picture', 'plz']"
2705,"['i', 'am', 'feeling', 'inspired', 'today', 'i', 'suppose', 'b', 'ham', 'concert', 'tonight']"
2706,"['hey', 'i', 'will', 'sa', 'maybe', 'cross', 'highway', 'grab', 'lunch']"
2707,"['battery', 'going', 'die']"
2708,"['happy', 'mother', 'day', 'mommy', 's', 'there']"
2709,"['nd', 'written', 'idea', 'day', 'day']"
2710,"['back', 'home', 'phone', 'grandma', 'i', 'love', 'miss']"
2711,"['haha', 'love', 'hmm', 'lol', 'i', 'm', 'need', 'good', 'band']"
2712,"['all', 'ready', 'costume', 'making', 'but', 'there', 's', 'here']"
2713,"['happy', 'birthday', 'mommi']"
2714,"['you', 'kind', 'i', 'swear', 'i', 'am', 'feeding', 'someone']"
2715,"['good', 'tip', 'bos', 'read', 'exactly', 'im', 'supposed', 'know', 'i', 'project']"
2716,"['star', 'trek', 'good', 'i', 'lov']"
2717,"['way', 'work', 'working', 'suck', 'big', 'tim']"
2718,"['finally', 'gonna', 'sum', 'sleep', 'concert', 'crazy', 'god', 'bless', 'minister']"
2719,"['in', 'rf', '94', 'target', '5', '30', 'out', 'dndn', '21', '85', 'near', 'day', 'low']"
2720,"['sf', 'felt', 'way', 'intense', 'tonight', 'hope', 'doe', 'not', 'up', 'upset', 'hanging', 'pearl']"
2721,"['oh', 'post']"
2722,"['tooo', 'fly', 'boo']"
2723,['time']
2724,"['school', 'wish', 'end', 'already']"
2725,"['former', 'pawnshop', 'jimi', 'hendrix', 'got', 'st', 'guitar', 'seattle', 'now', 'check', 'cashing', 'joint']"
2726,"['that', 's', 'sad', 'kind', 'mess', 'getting', 'weekend']"
2727,"['matter', 'heart', 'complicated']"
2728,"['haha', 'i', 'am', 'bored', 'i', 'think', 'i', 'will', 'watch', 'movie', 'bbl']"
2729,"['i', 'bummed', 'babydoll', 'spaghetti', 'strap', 'tank', 'three', 'wolf', 'moon', 't', 'shirt', 'love', 'meme', 'hate', 'wearing', 'fabric', 'box']"
2730,"['oh', 'yeah', 'your', 'mom', 'told', 'that', 'i', 'thought', 'meant', 'twitter', 'id', 'i', 'confused', 'that', 'suck', 'sick']"
2731,"['and', 'am', 'not', 'happy', 'lucky', 'today', 'the', 'world', 'do', 'not', 'feel', 'ugli']"
2732,"['editor', 'read', 'nod', 'writer', 'read', 'note']"
2733,"['shift', 'time', 'bbye', 'biochem', 'waaaaahhhhhh']"
2734,"['happy', 'mother', 'day', 'havent', 'got', 'mom', 'present', 'yet', 'print', 'amazon', 'gift', 'card', 'her']"
2735,"['thanks', 'follow', 'thing', 'join', 'interest']"
2736,"['_jen', 'lol', 'i', 'know', 'fabric', 'earth', 'unravel', 'lol', 'i', 'guess', 'people', 'seen', 'bambi']"
2737,"['im', 'going', 'work']"
2738,"['we', 'decided', 'i', 'would', 'probably', 'forget', 'i', 'pocket', 'sit', 'accid']"
2739,"['i', 'am', 'member', 'street']"
2740,"['lol', 'going', 'place', 'called', 'frosties', 'soft', 'play', 'centre', 'knacker', 'lol', 'peace', 'gym', 'lol']"
2741,"['fell', 'sidewalk', 'harvard', 'square', 'stupid', 'cobblestone', 'hand', 'hurt']"
2742,"['aw', 'honey', 'relaxin', 'that', 's', 'probably', 'best']"
2743,"['coooooooool', 'yes', 'ciwwaf', 'awesome']"
2744,"['inerne', 'mind', 'i', 'm', 'pretty', 'sure', 'it', 'is', 'internet']"
2745,"['my', 'dog', 'sick', 'i', 'love', 'little', 'doggie', 'he', 's', 'usually', 'keen', 'happy', 'doe', 'not', 'want', 'run', 'forest', 'today']"
2746,"['_mitchell', 'i', 've', 'opera', 'before', 'do', 'not', 'think']"
2747,"['i', 'supposed', 'coming', 'life', 'got', 'way', 'lol', 'friend', 'wild', 'time']"
2748,"['ready', 'weekend', 'sad', 'i', 'office', 'tomorrow', 'morn']"
2749,"['i', 'am', 'work', 'missed', 'everythin', 'yesterday', 'do', 'not', 'know', 'wot', 'anybodi']"
2750,"['sad', 'greg', 'pritchard', 'didnt', 'final', 'britain', 'got', 'talent', 'coz', 'soooo', 'deserv']"
2751,"['let', 'chat']"
2752,"['control', 'tweet', 'u', 'post', 'facebook', 'hashtag', 'check', 'awesome', 'easy', 'app']"
2753,"['baby', 'recieving', 'vaccin']"
2754,"['heading', 'home', 'could', 'banging', 'head', 'way', 'bu']"
2755,"['_distel', 'maybe', 'u', 'natural', 'ability', 'language', 'i', 'envy', 'u']"
2756,"['the', 'cat', 'gone', 'all', 'them']"
2757,"['you', 'good', 'friend', '3', 'i', 'miss']"
2758,"['my', 'boy', 'leaving', 'summer', 'going', 'stay', 'grandparent', 'i', 'am', 'gonna', 'miss', 'him']"
2759,"['it', 'look', 'i', 'sick', 'little', 'friend']"
2760,['bore']
2761,"['only', 'past', 'spoiled', 'rotton']"
2762,"['explain', 'worked', 'lol', 'rude', 'explanation', 'pleeezzz']"
2763,"['insomnia', 'finest', 'go', 'bed', '30', 'fully', 'awake', 'grrr', 'anyone', 'want', 'mee']"
2764,"['i', 'read', 'the', 'picture', 'dorian', 'gray', 'oscar', 'wilde', 'on', 'english', 'it', 's', 'easy', 'i', 'tri']"
2765,"['i', 'worst', 'dream', 'ever', 'lakers', 'losing', 'zip', 'courney', 'cox', 'mohawk', 'wtf']"
2766,"['oooh', 'battlestar', 'galactica', 'channel', 'it', 'is', 'rebellion', 'episode', 'man', 'feel', 'sad', 'gaeta', 'lik']"
2767,"['sorry', 'didnt', 'mean', 'hope', 'think', 'positivly', 'looking']"
2768,"['i', 'chillin', 'w', 'homi']"
2769,"['dude', 'you', 'are', 'going', 'midnight', 'screening', 'xd', 'i', 'wish', 'i', 'lived', 'city', 'well', 'i', 'until', 'tmrw', 'it', 'is', 'rubbish']"
2770,"['do', 'not', 'think', 'went', 'well', 'min']"
2771,"['want', 'blackberry', 'sidekick', 'hella', 'wack', 'night']"
2772,"['i', 'am', 'glad', 'liked', 'want', 'more']"
2773,"['sorry', 'could', 'not', 'fit', 'hal']"
2774,"['watched', 'new', 't', 'mobile', 'advert', 'youtube', 'love', 'hey', 'jude']"
2775,"['long', 'learn', 'song']"
2776,"['man', 'suck']"
2777,"['morning', 'world', 'hello', 'bank', 'holiday', 'cold', 'grey', 'rainy', 'here', 'feel', 'like', 'colouring', 'thank']"
2778,"['got', 'pool', 'need', 'ice', 'kne']"
2779,"['mel', 'where', 'are', 'you', 'you', 'shud', 'be', 'here', 'at', 'my', 'hous']"
2780,"['lol', 'ik', 'are', 'figure', 'i', 've', 'kept', 'year', 'needing', 'virus', 'software', 'fixed', 'sigh']"
2781,"['i', 'soo', 'happy', 'thank', 'baby', 'best', 'day', 'lif']"
2782,"['lol', 'about', 'leave']"
2783,"['aww', 'ok', 'we', 'ended', 'getting', 'later', 'expected', 'didnt', 'go', 'i', 'called', 'able', 'to', 'c', 'u', 'n', 'austin']"
2784,"['feel', 'better', 'staying', 'later', 'watch', 'daily', 'show', 'lay', 'guilt', 'again']"
2785,"['not', 'problem', 'si', 'respect']"
2786,"['sure', 'my', 'entire', 'blogroll', 'terribly', 'updated', 'motivate', 'update', 'redo', 'it']"
2787,"['_anstee', 'hope', 'expo', 'amazing', 'im', 'trying', 'hard', 'perfection', 'is']"
2788,"['i', 'am', 'nervous', 'giving', 'speech', 'wedding', 'tomorrow']"
2789,"['nm', 'dang', 'now', 'gotta', 'bounce', 'like', 'minute', 'i', 'm', 'chilling', 'usual']"
2790,"['ooopps', 'slept', 'is', 'am', 'best', 'shizzle', 'gear']"
2791,"['_reviews', 'thanks']"
2792,"['sitting', 'wondering', 'wishing', 'bunch', 'stuff']"
2793,"['shower', 'tim']"
2794,"['lousy', 'landlord', 'need', 'focus', 'kid', 's', 'packing', 'nevermind', 'sew', 'sleeping', 'bag']"
2795,"['going', 'soon', 'i', 'hoping', 'hear', 'late', 'nite', 'humor', 'you']"
2796,"['i', 'full', 'no', 'food', 'tonight', 'i', 'do', 'not', 'want', 'cake', 'ice', 'cream', 'party']"
2797,"['suck', 'mama']"
2798,"['i', 'wish', 'were', 'not', 'going', 'venue', 'vancouv']"
2799,"['it', 'absolutely', 'incredible', 'it', 's', 'official', 'my', 'favorite', 'jonas', 'frankie', 'he', 'man']"
2800,"['happy', 'birthday']"
2801,"['i', 'didnt', 'mind', 'movie', 'myself', 'im', 'big', 'fangirl']"
2802,"['i', 'am', 'going', 'sadly', 'maybe', 'year', 'eh']"
2803,"['surgery', 'effin', 'hurt']"
2804,"['can', 'that', 'i', 'would', 'love', 'egg', 'bacon', 'ranch', 'bed', 'giving', 'birth', 'time', 'year']"
2805,"['so', 'bored', 'need', 'people', 'rsmv', 'jagex', 'doe', 'not', 'let', 'u', 'rsmv', 'word', 'u', 'sentence', 'sad']"
2806,"['kind', 'bug', 'house', 'and', 'dont', 'know']"
2807,"['almost', 'lost', 'phone']"
2808,"['thank', 'mr', 'president']"
2809,"['ooo', 'showing', 'french', 'skill', 'lol', 'thing', 'good', 'here', 'lovely', 'weather', 'outside', 'how', 's', 'u']"
2810,"['the', 'star', 'trek', 'movie', 'amazing', 'omg']"
2811,"['happy', 'birthday']"
2812,"['anotha', 'day', 'work', 'lookin', 'forward', 'hate', 'closin', 'fri']"
2813,"['i', 'am', 'entering', 'month', 'study', 'exam', 'period', 'which', 'awesome', 'see', 'flip']"
2814,"['it', 'is', 'best', 'check', 'is', 'up', 'it', 'is', 'down', 'cannot']"
2815,"['working', 'home', 'office', 'today', 'catching', 'twitt']"
